title,artists,featured_artists,source,spotify_popularity,spotify_release_date,spotify_genres,spotify_track_id,match_key,__key__,is_hit,file_name,total_plays,spotify_streams
Cảm Ơn,Will,Minh Tốc & Lam,zingmp3,0.0,2025-11-14,"v-pop, vietnam indie, vietnamese lo-fi",0djfbUERjJZby22gTdDhxL,camon||will,"('cảm ơn', 'will', 'lam, minh, tốc')",0.0,Cảm Ơn - Will.mp3,61000.0,2959.0
Don't Côi,RPT Orijinn,Ronboogz,"new_hits_scraped, new_hits_scraped_old, spotify",59.0,2022-11-20,"vietnamese hip hop, v-pop",3ukrFH17Zl6iEZ2QJ1Zwiy,dontcoi||rptorijinn,"(""don't côi"", 'orijinn, rpt', 'ronboogz')",1.0,Don't Côi.mp3,129000.0,40169439.0
Thủy Triều,Quang Hùng MasterD,,"new_hits_scraped, new_hits_scraped_old",57.0,2024-02-12,"v-pop, vinahouse, vietnamese hip hop",2CFC7iLurCyDYuXQcfem2l,thuytrieu||quanghungmasterd,"('thủy triều', 'hùng, masterd, quang', 'nan')",1.0,Thủy Triều.mp3,23000.0,17493821.0
chỉ anh làm em khóc,đàm vĩnh hưng,trần mạnh cường,zingmp3,29.0,2025-10-08,"vietnamese bolero, bolero, v-pop, vinahouse",1cU4xCTzmAI7irO2pqFYEX,chianhlamemkhoc||damvinhhung,"('chỉ anh làm em khóc', 'hưng, vĩnh, đàm', 'cường, mạnh, trần')",0.0,chỉ anh làm em khóc.mp3,389000.0,29840.0
Vô Tình Như Em,Quang Đăng Trần,,bsides_non_hit,20.0,2025-05-31,"vietnamese lo-fi, v-pop, vinahouse",0u23VEYtvfgUdZ70zSI7Rf,votinhnhuem||quangdangtran,"('vô tình như em', 'quang, trần, đăng', 'nan')",0.0,Vô Tình Như Em.mp3,636500.0,21988.0
Họ Bỏ Tôi Đi Nữa Rồi,Thành Đạt,,zingmp3,24.0,2025-03-21,"vinahouse, v-pop",0KnBEOKpRB4jULjrLTiCwi,hobotoidinuaroi||thanhdat,"('họ bỏ tôi đi nữa rồi', 'thành, đạt', 'nan')",0.0,Họ Bỏ Tôi Đi Nữa Rồi.mp3,7500000.0,93130.0
"Lời Cha Muốn Nói (Original Soundtrack From ""Cưới Vợ Cho…",Quốc Thiên,,zingmp3,5.0,2025-11-24,"v-pop, vietnamese bolero",6YFi4HcspnT0QtDtHkuJgS,loichamuonnoioriginalsoundtrackfromcuoivocho||quocthien,"('lời cha muốn nói original soundtrack from ""cưới vợ cho…', 'quốc, thiên', 'nan')",0.0,Lời Cha Muốn Nói (Original Soundtrack From Cưới Vợ Cho Cha).mp3,52000.0,3193.0
Miền Mộng Mị,AMEE,,new_hits_scraped_old,44.0,2024-08-02,"v-pop, vietnamese hip hop, vietnam indie",5S2ObREaW7Dl1XMMC7SxGX,mienmongmi||amee,"('miền mộng mị', 'amee', '')",1.0,Miền Mộng Mị.mp3,3000000.0,4894970.0
Người Ấy,Trịnh Thăng Bình,,new_hits_scraped,50.0,2017-04-04,"v-pop, vinahouse",1Szl9lPaJ750Hn2hRX9QI0,nguoiay||trinhthangbinh,"('người ấy', 'bình, thăng, trịnh', 'nan')",1.0,Người Ấy.mp3,194000000.0,12573873.0
sài gòn hôm nay mưa,jsol,hoàng duyên,"new_hits_scraped_old, spotify",62.0,2021-05-29,"v-pop, vietnamese hip hop, vietnamese lo-fi",1xoadYaxtOp9gHDwgmPDuz,saigonhomnaymua||jsol,"('sài gòn hôm nay mưa', 'jsol', 'duyên, hoàng')",1.0,sài gòn hôm nay mưa.mp3,1900000.0,54126988.0
viết tiếp câu chuyện hòa bình,nguyễn văn chung,tùng dương,zingmp3,48.0,2023-12-21,"v-pop, vinahouse, vietnamese bolero",4L0zBncAEvt5RLAI0IbTKs,viettiepcauchuyenhoabinh||nguyenvanchung,"('viết tiếp câu chuyện hòa bình', 'chung, nguyễn, văn', 'dương, tùng')",0.0,viết tiếp câu chuyện hòa bình.mp3,2200000.0,2368715.0
Em Đồng Ý (I Do),Đức Phúc,,new_hits_scraped_old,47.0,2023-02-09,"v-pop, vietnam indie, vinahouse",0bgJPIvefuRnEU4MNJuJSA,emdongyido||ducphuc,"('em đồng ý i do', 'phúc, đức', '')",1.0,Em Đồng Ý (I Do).mp3,911.0,11200989.0
Mưa Rơi Lặng Thầm,Việt Anh,,bsides_non_hit,27.0,2025-06-11,"vinahouse, v-pop",15eVTabKfMB67DeENz5S8F,muaroilangtham||vietanh,"('mưa rơi lặng thầm', 'anh, việt', 'nan')",0.0,Mưa Rơi Lặng Thầm.mp3,60000.0,36600.0
Phóng Đổ Tim Em,Wren Evans,,"new_hits_scraped, new_hits_scraped_old",54.0,2023-12-17,"v-pop, vietnam indie, vietnamese hip hop, vinahouse",2kauMp3YNHXULGXyJh4321,phongdotimem||wrenevans,"('phóng đổ tim em', 'evans, wren', 'nan')",1.0,Phóng Đổ Tim Em.mp3,0.0,23498447.0
Kiên Trì Là Dì Thành Công,Hoà Minzy,,bsides_non_hit,17.0,2025-01-09,"v-pop, vinahouse",20jk6uAP5kwmHzvwONE8Lc,kientriladithanhcong||hoaminzy,"('kiên trì là dì thành công', 'hoà, minzy', 'nan')",0.0,Kiên Trì Là Dì Thành Công.mp3,304000.0,25036.0
Yêu Xa,Vũ Cát Tường,,"new_hits_scraped, new_hits_scraped_old",53.0,2014-01-01,"v-pop, vietnam indie",7HkOqABWXwZwx9ujjnS6Tg,yeuxa||vucattuong,"('yêu xa', 'cát, tường, vũ', 'nan')",1.0,Yêu Xa.mp3,10200000.0,10599527.0
đừng đóng vai nạn nhân,wendy thảo,v2t media,zingmp3,31.0,2025-10-03,"v-pop, vinahouse",4zUu2z3zh1Swd5kKbjm9DG,dungdongvainannhan||wendythao,"('đừng đóng vai nạn nhân', 'thảo, wendy', 'media, v2t')",1.0,đừng đóng vai nạn nhân.mp3,1200000.0,73656.0
Những Cơn Drill Ngày Đầu,Duongg,,bsides_non_hit,26.0,2025-08-05,"vietnamese lo-fi, v-pop, vietnam indie",2WMdRj3E7fTqcEQYjMEGA7,nhungcondrillngaydau||duongg,"('những cơn drill ngày đầu', 'duongg', 'nan')",0.0,Những Cơn Drill Ngày Đầu.mp3,267000.0,32397.0
hoa đỗ quyên,khả hiệp,,zingmp3,13.0,2025-09-22,"vinahouse, v-pop, vietnamese lo-fi",683tqruHrjbdocY4cJtCW5,hoadoquyen||khahiep,"('hoa đỗ quyên', 'hiệp, khả', 'nan')",0.0,hoa đỗ quyên.mp3,188000.0,4816.0
Muộn Màng Là Từ Lúc,Mỹ Tâm,,"new_hits_scraped, new_hits_scraped_old",51.0,2017-12-06,"v-pop, vietnamese bolero, vietnam indie",5UeD0rVFJXXl3HGjKiZbrt,muonmanglatuluc||mytam,"('muộn màng là từ lúc', 'mỹ, tâm', 'nan')",1.0,Muộn Màng Là Từ Lúc.mp3,12800000.0,12370040.0
Anh Đâu Là Gì,Anh Quân,,zingmp3,27.0,2025-09-24,"vinahouse, vietnamese lo-fi, v-pop",6IbuZrVNc1jJaeXTx3ABZJ,anhdaulagi||anhquan,"('anh đâu là gì', 'anh, quân', 'nan')",0.0,Anh Đâu Là Gì.mp3,454000.0,31764.0
Cà Phê,MIN,,"new_hits_scraped, new_hits_scraped_old",69.0,2025-02-21,"v-pop, vietnam indie",5cvW3PYJeQjRTnj9vHP5Va,caphe||min,"('cà phê', 'min', 'nan')",1.0,Cà Phê.mp3,13800000.0,25720693.0
cục vàng của anh,nana liu,,zingmp3,29.0,2025-08-07,v-pop,3nYfepu0HuPI6sidP45wo3,cucvangcuaanh||nanaliu,"('cục vàng của anh', 'liu, nana', 'nan')",0.0,cục vàng của anh.mp3,1900000.0,51377.0
Chuyến Xe Tháng Giêng,Thái Đinh,,bsides_non_hit,15.0,2025-01-19,"vietnam indie, v-pop",4IoYnJeM78GyvNLHi8dxKx,chuyenxethanggieng||thaidinh,"('chuyến xe tháng giêng', 'thái, đinh', 'nan')",0.0,Chuyến Xe Tháng Giêng.mp3,90000.0,38810.0
"tinhvuvo, tinhnhungnho",Đậu Tất Đạt,"Chi Xê, KAS",zingmp3,11.0,2025-11-13,"v-pop, vietnamese hip hop, vietnam indie",6jjn9jFeRenvaZKbeMi9b3,tinhvuvotinhnhungnho||dautatdat,"('tinhvuvo, tinhnhungnho', 'tất, đạt, đậu', 'chi, kas, xê')",0.0,"tinhvuvo, tinhnhungnho.mp3",107000.0,37843.0
Ngàn Dặm Xa Trở Về Nhà,Việt Anh,,bsides_non_hit,18.0,2024-12-27,"vinahouse, v-pop",6NyUqTu6qhvtuezz0mOQUZ,ngandamxatrovenha||vietanh,"('ngàn dặm xa trở về nhà', 'anh, việt', 'nan')",0.0,Ngàn Dặm Xa Trở Về Nhà.mp3,50000.0,9853.0
TRÌNH,HIEUTHUHAI,,"new_hits_scraped, new_hits_scraped_old",51.0,2024-11-07,"v-pop, vietnamese hip hop, vietnamese lo-fi, vietnam indie, vinahouse",0WjdaO545q9Qn4SQtzRQu9,trinh||hieuthuhai,"('trình', 'hieuthuhai', 'nan')",1.0,TRÌNH.mp3,4099999.0,6411269.0
xuân vũ,Kai Đinh,,bsides_non_hit,21.0,2025-07-18,"v-pop, vietnamese lo-fi, vietnam indie",1mZwucNyOaTuwUxzOOcTnX,xuanvu||kaidinh,"('xuân vũ', 'kai, đinh', 'nan')",0.0,xuân vũ.mp3,57000.0,46819.0
CAN I GET YOUR LOVE?,ANH TRAI SAY HI,"Negav, Sơn.K, Hải Nam, Lohan, Jaysonlei","apple, spotify, zingmp3",40.0,2025-11-18,"v-pop, vietnamese hip hop",7oaphyU2sth0QMzgGHOxs9,canigetyourlove||anhtraisayhi,"('can i get your love?', 'anh, hi, say, trai', 'hải, jaysonlei, k, lohan, nam, negav, sơn')",0.0,CAN I GET YOUR LOVE.mp3,82000.0,71623.0
Nhờ,Anh Quân Idol,,bsides_non_hit,13.0,2024-04-19,"vinahouse, vietnamese lo-fi, v-pop",1uFW2JEKKwtIW1CMw3hyTq,nho||anhquanidol,"('nhờ', 'anh, idol, quân', 'nan')",0.0,Nhờ.mp3,6000000.0,37807.0
ĐOÁ HỒNG CHƠI VƠI (feat. Anh Tú),ANH TRAI SAY HI,,bsides_non_hit,37.0,2024-08-31,"v-pop, vietnamese hip hop",5ZFkQ67FtnmtWLVh2AkAhi,doahongchoivoi||anhtraisayhi,"('đoá hồng chơi vơi', 'anh, hi, say, trai', 'anh, nan, tú')",0.0,ĐOÁ HỒNG CHƠI VƠI (feat. Anh Tú).mp3,63500.0,1991275.0
nhạt-fine (blue ver.),GREY D,,bsides_non_hit,23.0,2024-06-01,"v-pop, vietnam indie, vietnamese hip hop",6eftNTtjz9bfSr4B5kkOzq,nhatfinebluever||greyd,"('nhạt fine blue ver.', 'd, grey', 'nan')",0.0,nhạt-fine (blue ver.).mp3,1000000.0,239927.0
1000 ánh mắt,shiki,obito,"apple, new_hits_scraped_old, spotify",64.0,2024-06-27,"vietnamese hip hop, v-pop, vietnam indie",5XfGQZA0ioQAWUjlyJRcHc,1000anhmat||shiki,"('1000 ánh mắt', 'shiki', 'obito')",1.0,1000 ánh mắt.mp3,1000.0,28296545.0
QUAY ĐI QUAY LẠI (feat. HIEUTHUHAI),ANH TRAI SAY HI,,"new_hits_scraped, new_hits_scraped_old",52.0,2024-08-31,"v-pop, vietnamese hip hop",07d8eaOuAWdC0DANq3tdPd,quaydiquaylai||anhtraisayhi,"('quay đi quay lại', 'anh, hi, say, trai', 'hieuthuhai, nan')",1.0,QUAY ĐI QUAY LẠI (feat. HIEUTHUHAI).mp3,0.0,12711628.0
chăm em một đời,đức phúc,,new_hits_scraped,45.0,2025-02-11,"v-pop, vietnam indie, vinahouse",1ahMIChLwnLRGDu5AhMWZI,chamemmotdoi||ducphuc,"('chăm em một đời', 'phúc, đức', 'nan')",1.0,chăm em một đời.mp3,6800000.0,3126169.0
"Em Ơi, Anh Nhớ Nhà",SOOBIN,,bsides_non_hit,36.0,2024-12-30,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",64dolvD1ShtugXxtFsKzzB,emoianhnhonha||soobin,"('em ơi, anh nhớ nhà', 'soobin', 'nan')",0.0,"Em Ơi, Anh Nhớ Nhà.mp3",10000.0,662249.0
đến đây bên anh,cloud 5,dangrangto,spotify,61.0,2023-09-28,v-pop,55Eo6NDkVhSRBonrT16kXM,dendaybenanh||cloud5,"('đến đây bên anh', '5, cloud', 'dangrangto')",0.0,đến đây bên anh.mp3,1800000.0,9575792.0
lý do nào để quay lại với nhau,par sg,new$oulz,"new_hits_scraped_old, spotify",66.0,2022-05-20,"vietnamese lo-fi, vietnamese hip hop, v-pop, vietnam indie",11OxuU5y7ebAJyKaY8dOl0,lydonaodequaylaivoinhau||parsg,"('lý do nào để quay lại với nhau', 'par, sg', 'new$oulz')",1.0,lý do nào để quay lại với nhau.mp3,1900000.0,25105535.0
Sao Giờ Em Mới Tới,Hoàng Dũng,,bsides_non_hit,39.0,2025-07-09,"v-pop, vietnam indie, vietnamese lo-fi, vietnamese hip hop",0XvDPcl3vupVnunE5rHEqn,saogioemmoitoi||hoangdung,"('sao giờ em mới tới', 'dũng, hoàng', 'nan')",0.0,Sao Giờ Em Mới Tới.mp3,65000.0,353966.0
tháng năm,soobin,,"apple, new_hits_scraped_old, spotify",65.0,2020-12-15,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",0SmQ0UWeiHKQtxUej4Rem6,thangnam||soobin,"('tháng năm', 'soobin', 'nan')",1.0,tháng năm.mp3,0.0,34147416.0
Hết Yêu Từ Bao Giờ,Lê Hiếu,,bsides_non_hit,13.0,2024-11-27,"v-pop, vietnam indie, vietnamese bolero, vietnamese hip hop, vinahouse",4NED7LP4y3LsUmeLcg9nBu,hetyeutubaogio||lehieu,"('hết yêu từ bao giờ', 'hiếu, lê', 'nan')",0.0,Hết Yêu Từ Bao Giờ.mp3,223000.0,18323.0
Hơn Cả Yêu,Đức Phúc,,"new_hits_scraped, new_hits_scraped_old",51.0,2022-05-05,"v-pop, vietnam indie, vinahouse",5YouPnnFSfNJPXgrWZ0P8C,honcayeu||ducphuc,"('hơn cả yêu', 'phúc, đức', 'nan')",1.0,Hơn Cả Yêu.mp3,310000000.0,5246340.0
Hoa Hải Đường,Jack - J97,,"new_hits_scraped, new_hits_scraped_old",54.0,2020-09-22,"v-pop, vinahouse, vietnamese lo-fi",0J2otOvMdg62gVMMjwOvSK,hoahaiduong||jackj97,"('hoa hải đường', '-, j97, jack', 'nan')",1.0,Hoa Hải Đường.mp3,299200000.0,12968846.0
mến tay mến chân,phạm quỳnh anh,thanh duy,zingmp3,24.0,2025-11-05,v-pop,780fc4fTrkO9lW89f4F9jO,mentaymenchan||phamquynhanh,"('mến tay mến chân', 'anh, phạm, quỳnh', 'duy, thanh')",0.0,mến tay mến chân.mp3,164000.0,28135.0
THOÁT RA KHỎI EM,ANH TRAI SAY HI,"RIO, Phúc Du, Phạm Đình Thái Ngân, Jey B",zingmp3,54.0,2025-10-20,"v-pop, vietnamese hip hop",2AQxQi7yg65bjm6W679MTz,thoatrakhoiem||anhtraisayhi,"('thoát ra khỏi em', 'anh, hi, say, trai', 'b, du, jey, ngân, phúc, phạm, rio, thái, đình')",0.0,THOÁT RA KHỎI EM.mp3,214000.0,738235.0
Sau Tan Ca,Quang Hùng MasterD,,"spotify, zingmp3",0.0,2025-11-22,"v-pop, vinahouse, vietnamese hip hop",3mk9GfEWeM5BNTiloWHDSW,sautanca||quanghungmasterd,"('sau tan ca', 'hùng, masterd, quang', 'nan')",1.0,Sau Tan Ca.mp3,333000.0,185728.0
Chân Cứng Đá Mềm,DTAP,,bsides_non_hit,29.0,2025-08-19,v-pop,63W04w63bG1adqL9l5ldpZ,chancungdamem||dtap,"('chân cứng đá mềm', 'dtap', 'nan')",0.0,Chân Cứng Đá Mềm.mp3,179000.0,117540.0
ngã về không,đặng thiên chí,,zingmp3,30.0,2025-05-09,"vinahouse, vietnamese lo-fi",4OZpPHVEIIHFhVOu2DBGJd,ngavekhong||dangthienchi,"('ngã về không', 'chí, thiên, đặng', 'nan')",0.0,ngã về không.mp3,6400000.0,112378.0
Cảm Ơn Và Xin Lỗi,Chillies,,spotify,60.0,2019-07-25,"v-pop, vietnam indie, vietnamese hip hop",7wHBNIBO353lf9aVvmUydT,camonvaxinloi||chillies,"('cảm ơn và xin lỗi', 'chillies', 'nan')",0.0,Cảm Ơn Và Xin Lỗi.mp3,40000.0,3516897.0
peace n' love,low g,mỹ anh,zingmp3,51.0,2025-10-21,"vietnamese hip hop, v-pop, vietnam indie",6AJXc3mnynpCegfUcQbwat,peacenlove||lowg,"(""peace n' love"", 'g, low', 'anh, mỹ')",0.0,peace n' love.mp3,102000.0,493097.0
Kẻ Cắp Gặp Bà Già (feat. Binz),Hoàng Thùy Linh,,"new_hits_scraped, new_hits_scraped_old",53.0,2019-10-20,"v-pop, vinahouse, vietnamese hip hop, vietnam indie",3HJ0EW4kd9S1NRCm039Fsk,kecapgapbagia||hoangthuylinh,"('kẻ cắp gặp bà già', 'hoàng, linh, thùy', 'binz, nan')",1.0,Kẻ Cắp Gặp Bà Già (feat. Binz).mp3,0.0,24111479.0
Chỉ Còn Lại Đây,Khắc Việt,,bsides_non_hit,20.0,2025-03-07,"v-pop, vinahouse, vietnamese bolero",6xOgNFGbdrOAI5EaaoOi3u,chiconlaiday||khacviet,"('chỉ còn lại đây', 'khắc, việt', 'nan')",0.0,Chỉ Còn Lại Đây.mp3,151000.0,28545.0
để tôi ôm em bằng giai điệu này,Kai Đinh,"GREY D, MIN",apple,56.0,2022-12-22,"v-pop, vietnamese lo-fi, vietnam indie",5qbjUmVV1yOOjcMOInNPYD,detoiomembanggiaidieunay||kaidinh,"('để tôi ôm em bằng giai điệu này', 'kai, đinh', 'd, grey, min')",0.0,để tôi ôm em bằng giai điệu này.mp3,43400000.0,26997283.0
hà nội,obito,"shiki, vstra","apple, new_hits_scraped_old, spotify",64.0,2023-10-10,"v-pop, vietnamese hip hop, vietnam indie",5PGh9MyKry8slG5AfvD1eD,hanoi||obito,"('hà nội', 'obito', 'shiki, vstra')",1.0,hà nội.mp3,510000.0,44956078.0
Chơi Như Tụi Mỹ,Andree Right Hand,,new_hits_scraped_old,58.0,2022-12-30,"vietnamese hip hop, v-pop, vinahouse",255vSRpVq5YYKBJiem1BVx,choinhutuimy||andreerighthand,"('chơi như tụi mỹ', 'andree, hand, right', '')",1.0,Chơi Như Tụi Mỹ.mp3,11900000.0,34061072.0
em không cần,hannie,,"nct, spotify, zingmp3",57.0,2025-10-16,"v-pop, vinahouse",3M8XPtbFW7xWyz2JmuDcce,emkhongcan||hannie,"('em không cần', 'hannie', 'nan')",1.0,em không cần.mp3,913000.0,1695852.0
người đầu tiên,juky san,buitruonglinh,"apple, nct, new_hits_scraped_old, spotify, zingmp3",68.0,2025-08-18,v-pop,5DB1UwivnS4gmcZ27TiYnE,nguoidautien||jukysan,"('người đầu tiên', 'juky, san', 'buitruonglinh')",1.0,người đầu tiên - juky san.mp3,4800000.0,5009694.0
đánh đổi,obito,"shiki, rpt mck","apple, new_hits_scraped_old, spotify",62.0,2023-10-10,"v-pop, vietnamese hip hop, vietnam indie",1UQNU5O9VttUgO16pxUnjw,danhdoi||obito,"('đánh đổi', 'obito', 'mck, rpt, shiki')",1.0,đánh đổi.mp3,127000.0,37313444.0
khóa ly biệt,the masked singer,voi bản đôn,nct,51.0,2023-11-05,v-pop,3BlB5wlzdbgCJGkuPcNVIW,khoalybiet||themaskedsinger,"('khóa ly biệt', 'masked, singer, the', 'bản, voi, đôn')",1.0,khóa ly biệt.mp3,40000.0,12749674.0
Hai Triệu Năm,Đen,,new_hits_scraped_old,49.0,2019-06-22,"v-pop, vietnamese hip hop, vietnam indie, vietnamese lo-fi",6rhPfrew3JeBBVL4iVMOAt,haitrieunam||den,"('hai triệu năm', 'đen', '')",1.0,Hai Triệu Năm.mp3,110000.0,14554587.0
HOURGLASS,EM XINH SAY HI,,bsides_non_hit,44.0,2025-08-25,v-pop,1nspJwzwAUju2DnlvI2oiv,hourglass||emxinhsayhi,"('hourglass', 'em, hi, say, xinh', 'nan')",0.0,HOURGLASS.mp3,367000.0,556454.0
KIM PHÚT KIM GIỜ,ANH TRAI SAY HI,"HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac","new_hits_scraped, new_hits_scraped_old, spotify",59.0,2024-08-26,"v-pop, vietnamese hip hop",2GE2p2dFpxp7OIz2QOFBzW,kimphutkimgio||anhtraisayhi,"('kim phút kim giờ', 'anh, hi, say, trai', 'hieuthuhai, hurrykng, isaac, kiều, negav, pháp')",1.0,KIM PHÚT KIM GIỜ.mp3,254500.0,26224830.0
Bình Yên (buonhonmotchut) (feat. Goddy),Táo,,bsides_non_hit,24.0,2025-05-11,"vietnamese hip hop, vietnamese lo-fi, vietnam indie, v-pop",6j5pDQVIiz6FW4lWHkcoet,binhyenbuonhonmotchut||tao,"('bình yên buonhonmotchut', 'táo', 'goddy, nan')",0.0,Bình Yên (buonhonmotchut) (feat. Goddy).mp3,3000.0,19585.0
xa em,thanh hưng,,zingmp3,33.0,2025-06-06,"v-pop, vinahouse",37zRN1vtKBGw5KD3pP4VmR,xaem||thanhhung,"('xa em', 'hưng, thanh', 'nan')",0.0,xa em.mp3,2700000.0,191738.0
Cả Nhà Cô Đơn (buonhonmotchut) (feat. Goddy),Táo,,bsides_non_hit,17.0,2025-05-11,"vietnamese hip hop, vietnamese lo-fi, vietnam indie, v-pop",2YAoqItaAqarVVNN7L9r0Z,canhacodonbuonhonmotchut||tao,"('cả nhà cô đơn buonhonmotchut', 'táo', 'goddy, nan')",0.0,Cả Nhà Cô Đơn (buonhonmotchut) (feat. Goddy).mp3,19000.0,15888.0
HỀ,EM XINH SAY HI,,"new_hits_scraped, new_hits_scraped_old",53.0,2025-06-23,v-pop,7C0kNQRFtNhs7Ibx1Q4sLy,he||emxinhsayhi,"('hề', 'em, hi, say, xinh', 'nan')",1.0,HỀ.mp3,3900000.0,4506636.0
Nhịp Đôi,T.R.I,,bsides_non_hit,26.0,2025-04-09,"v-pop, vietnamese lo-fi, vietnam indie, vietnamese hip hop",3TlXEvnd3dn37yqhF0APyD,nhipdoi||tri,"('nhịp đôi', 'i, r, t', 'nan')",0.0,Nhịp Đôi.mp3,258000.0,240221.0
mơ,đen,,new_hits_scraped,57.0,2019-02-01,"v-pop, vietnamese hip hop, vietnam indie, vietnamese lo-fi",3mMAxli9HDnNdDjaTlDyJg,mo||den,"('mơ', 'đen', 'nan')",1.0,mơ.mp3,4700000.0,4950950.0
Chuyện Hai Ta,JayKii,,bsides_non_hit,30.0,2025-09-25,"v-pop, vietnamese lo-fi, vietnam indie",4rp3VdrBPlrXpgxERLw7lK,chuyenhaita||jaykii,"('chuyện hai ta', 'jaykii', 'nan')",0.0,Chuyện Hai Ta.mp3,42000.0,49371.0
Đếm Ngày Xa Em,Only C,,"new_hits_scraped, new_hits_scraped_old",56.0,2016-06-22,"v-pop, vietnamese hip hop, vinahouse",2hLg1Pbi7UFMGGBqOPY5Rb,demngayxaem||onlyc,"('đếm ngày xa em', 'c, only', 'nan')",1.0,Đếm Ngày Xa Em.mp3,267300000.0,14013671.0
grief is the price you pay for love,phùng khánh linh,,apple,52.0,2025-10-18,"v-pop, vietnam indie",0No0rqyK0KIsesiwrnnhaf,griefisthepriceyoupayforlove||phungkhanhlinh,"('grief is the price you pay for love', 'khánh, linh, phùng', 'nan')",0.0,grief is the price you pay for love.mp3,16000.0,455732.0
Rồi Em Sẽ Gặp Một Chàng Trai Khác,The Masked Singer,,"new_hits_scraped, new_hits_scraped_old",59.0,2023-11-12,v-pop,3K7RddI2L8Wiv7uIbrhfLc,roiemsegapmotchangtraikhac||themaskedsinger,"('rồi em sẽ gặp một chàng trai khác', 'masked, singer, the', 'nan')",1.0,Rồi Em Sẽ Gặp Một Chàng Trai Khác.mp3,0.0,27431854.0
Ai Cho Anh Lương Thiện,Karik,,bsides_non_hit,28.0,2024-07-11,"v-pop, vietnamese hip hop, vietnam indie",0EZRO9aheeMjRXUZaOshre,aichoanhluongthien||karik,"('ai cho anh lương thiện', 'karik', 'nan')",0.0,Ai Cho Anh Lương Thiện.mp3,20600000.0,368568.0
She Neva Knows,JustaTee,,"new_hits_scraped, new_hits_scraped_old",57.0,2012-01-21,"v-pop, vietnamese hip hop, vietnam indie",0NyrI1tMvqcK3vU5z9DMdI,shenevaknows||justatee,"('she neva knows', 'justatee', 'nan')",1.0,She Neva Knows.mp3,0.0,8934387.0
tình yêu chậm trễ,monstar,,"new_hits_scraped_old, spotify",62.0,2021-08-01,"v-pop, vietnam indie",6jcLKVmEKAQIXIVHJZ8vzS,tinhyeuchamtre||monstar,"('tình yêu chậm trễ', 'monstar', 'nan')",1.0,tình yêu chậm trễ.mp3,142000.0,34280625.0
Full Topping,Minh Đinh,,bsides_non_hit,15.0,2025-05-16,"vietnam indie, v-pop, vietnamese hip hop",14mfzzIjh0JIr1az88Z89h,fulltopping||minhdinh,"('full topping', 'minh, đinh', 'nan')",0.0,Full Topping.mp3,32000.0,45302.0
em đau,phùng khánh linh,thành luke,"apple, zingmp3",55.0,2025-10-18,"v-pop, vietnam indie",317Lh6QCAz9JpWbV3oxrCf,emdau||phungkhanhlinh,"('em đau', 'khánh, linh, phùng', 'luke, thành')",1.0,em đau.mp3,366000.0,3214294.0
Tết Đến,RHYDER,,bsides_non_hit,29.0,2024-01-15,"v-pop, vietnamese hip hop",5ASyAmGRy1pCm2eX4Vl0GE,tetden||rhyder,"('tết đến', 'rhyder', 'nan')",0.0,Tết Đến.mp3,522000.0,624787.0
Anh đã vừa lòng chưa?,Phí Phương Anh,"RIN9, DREAMeR","nct, zingmp3",23.0,2025-12-04,"v-pop, vietnamese lo-fi, vinahouse",2xKjEGY1vm5dUUYalgDcGj,anhdavualongchua||phiphuonganh,"('anh đã vừa lòng chưa?', 'anh, phí, phương', 'dreamer, rin9')",0.0,Anh đã vừa lòng chưa.mp3,148000.0,55153.0
Mở Ngàn Lộc Vui,Da LAB,,bsides_non_hit,14.0,2025-01-21,"v-pop, vietnamese hip hop, vietnam indie, vietnamese lo-fi, vinahouse",2nxggtnnWv6ZXbgxIoeDVy,monganlocvui||dalab,"('mở ngàn lộc vui', 'da, lab', 'nan')",0.0,Mở Ngàn Lộc Vui.mp3,133000.0,34573.0
Dắt em đi khỏi đây,Quân A.P,,bsides_non_hit,31.0,2024-07-18,"v-pop, vietnamese lo-fi",1EdLEzO9TxR9gymPEXQmJc,datemdikhoiday||quanap,"('dắt em đi khỏi đây', 'a, p, quân', 'nan')",0.0,Dắt em đi khỏi đây.mp3,2200000.0,696959.0
Đầu anh toàn là em,Quân A.P,,bsides_non_hit,29.0,2024-08-08,"v-pop, vietnamese lo-fi",3H5XRs1L5IFhjDhN9ZG1sx,dauanhtoanlaem||quanap,"('đầu anh toàn là em', 'a, p, quân', 'nan')",0.0,Đầu anh toàn là em.mp3,2700000.0,619861.0
siêu người yêu,MiiNa,,bsides_non_hit,8.0,2025-04-14,v-pop,73MlA0niSjXOpl08KiBqBR,sieunguoiyeu||miina,"('siêu người yêu', 'miina', 'nan')",0.0,siêu người yêu.mp3,1000.0,4743.0
vai chính tội nghiệp,an vũ,,zingmp3,15.0,2025-09-26,"v-pop, vinahouse, vietnamese lo-fi",0kfA0BRHpTswudSnnhOAXm,vaichinhtoinghiep||anvu,"('vai chính tội nghiệp', 'an, vũ', 'nan')",0.0,vai chính tội nghiệp.mp3,254000.0,5021.0
