file_name,spotify_track_id,sent_lexicon,score_lexicon,sent_phobert,conf_phobert,final_sentiment,lyric_total_words,lexical_diversity,noun_count,verb_count,adj_count
bằng lòng - karik.mp3,5362i5VyrHg1Keyyhudf0z,negative,-0.0344,positive,0.8127,negative,397.0,0.4987,84.0,136.0,27.0
bế em lên cung trăng - khoi vu.mp3,0XasxCA3yfbVEtDMaes3ht,positive,0.0237,positive,0.9844,positive,413.0,0.3874,137.0,146.0,7.0
bốn mùa phát lộc (feat. gill) - rap việt.mp3,5ioqNRdpF6KEfzjpUT9zM9,positive,0.011,positive,0.904,positive,624.0,0.5,207.0,193.0,35.0
bụi sao - dfoxie37.mp3,58LPEMS6Rvyr9SUNOG9kBn,neutral,-0.0034,positive,0.9601,positive,169.0,0.6686,59.0,47.0,8.0
bức tranh và cánh chim - hoàng dũng.mp3,2q6qZMPd4lNMCkvc06s7zs,neutral,-0.0041,positive,0.9486,neutral,255.0,0.5412,91.0,74.0,20.0
cafe đắng và mưa - nguyen van chung.mp3,1yHntrz7OP5GAW6HbECkDO,negative,-0.1025,positive,0.7361,negative,239.0,0.3808,65.0,56.0,32.0
call me - wren evans.mp3,3XCp5o1FUpAH0aj2Hmj5yz,neutral,-0.0045,positive,0.9841,positive,397.0,0.2997,161.0,155.0,5.0
canh bạc hôn nhân - lala trần.mp3,79b1ZRb4jNckv5gTPYFJIL,negative,-0.0155,positive,0.896,negative,158.0,0.7025,58.0,40.0,14.0
"catch me if you can (feat. quang hùng masterd, negav, công dương & nicky) - anh trai say hi.mp3",5YiNxgEQQTuFi5dKLxxjWm,neutral,-0.009,neutral,0.7687,neutral,572.0,0.3357,180.0,218.0,17.0
cause i love you - noo phước thịnh.mp3,5vODf231esazyTFBRN6Tdc,negative,-0.0139,positive,0.882,negative,617.0,0.2301,272.0,161.0,38.0
cay - khắc hưng.mp3,07iOBFmjZk97JBvPONW8Sj,negative,-0.015,positive,0.8218,negative,315.0,0.4159,112.0,109.0,19.0
cheese in the trap - chi xê.mp3,1zw0D61jcahZyymkq0wMiG,negative,-0.0181,positive,0.9839,positive,415.0,0.2867,160.0,168.0,12.0
chia tay - trung quân.mp3,2FJRuqH7LC4tGg2I6QP3rE,negative,-0.0542,positive,0.9811,negative,297.0,0.3199,76.0,90.0,17.0
chill guys ngon zai - anh trai say hi.mp3,7bRV274z4g3Lns0xV8xYzY,negative,-0.0201,positive,0.9007,negative,615.0,0.3821,211.0,215.0,21.0
chim hót bên trong lâu đài - lyhan.mp3,3Js7L0R4Kx9zcx8GTaEira,negative,-0.0674,negative,0.8614,negative,213.0,0.554,66.0,77.0,10.0
chiều hôm ấy - jaykii.mp3,5tmA5oQDF0ULqRI12LKCDw,negative,-0.0817,negative,0.8145,negative,413.0,0.3269,115.0,134.0,28.0
chiều nay không có em - lê hiếu.mp3,2rcboM9FKiZexdDKSdNxYT,negative,-0.0205,neutral,0.7406,negative,188.0,0.5319,59.0,56.0,15.0
chiều nay không có mưa bay - forest studio.mp3,6XuJbxOm0zwLpjGoxXnWwM,negative,-0.0178,positive,0.8585,negative,354.0,0.2627,132.0,105.0,17.0
chiều nay không có mưa bay - trung quân.mp3,3510uju9VrcfSKENb9cYWp,negative,-0.0127,positive,0.8846,negative,385.0,0.239,144.0,111.0,19.0
chiều thu hoạ bóng nàng - datkaa.mp3,298thFdKOOoEna0gfS9ZEp,negative,-0.068,neutral,0.6292,negative,431.0,0.413,144.0,129.0,25.0
chiều xuân - xuân yêu thương - hà nhi.mp3,1bQCC6aFJ1G0E43vTR6ikj,positive,0.0782,positive,0.9923,positive,179.0,0.4804,93.0,46.0,10.0
cho anh thời gian - the wind.mp3,6TvhSPV3e4z928z0pl3yh7,negative,-0.0413,positive,0.8249,negative,256.0,0.5508,83.0,66.0,14.0
cho ba - b ray.mp3,5OMHzCWm3k4RpfldNGQqe8,negative,-0.0326,negative,0.8783,negative,440.0,0.4841,113.0,112.0,34.0
cho em an toàn - hieuthuhai.mp3,1jF6ctFxoebFqI4TFHssR6,neutral,-0.0067,positive,0.9865,positive,440.0,0.4136,115.0,118.0,36.0
cho em một lần yêu - đông nhi.mp3,5oQwxJJBwKPGkZliiyv3jQ,negative,-0.0283,positive,0.8591,negative,297.0,0.3131,107.0,80.0,5.0
cho mình em - đen.mp3,51bYFYWODfYOZU0rwvjiCc,negative,-0.0142,neutral,0.7378,negative,489.0,0.4847,163.0,143.0,29.0
cho tôi lang thang - ngọt.mp3,2zRzmGerfTxc2epZHgaTdh,negative,-0.0108,positive,0.8174,negative,683.0,0.451,208.0,205.0,45.0
cho tôi đi theo - ngọt.mp3,2IvyXFG2voYy8AFLDCIs2h,neutral,-0.0078,positive,0.9926,positive,179.0,0.3464,66.0,78.0,8.0
chong đèn canh thâu - trungg i.u.mp3,20BPNO5wYqbcDw7k2ODxHb,negative,-0.0673,neutral,0.7409,negative,156.0,0.7949,51.0,41.0,13.0
chuyến xe cuộc đời - khắc việt.mp3,5NweI03j9mPI8XTdtDZ66u,negative,-0.0181,positive,0.8261,negative,270.0,0.3185,93.0,78.0,14.0
chuyến xe tháng giêng - thái đinh.mp3,4IoYnJeM78GyvNLHi8dxKx,negative,-0.1504,positive,0.8042,negative,370.0,0.2919,135.0,111.0,14.0
chuyện chúng ta sau này - hải đăng doo.mp3,0QIBqBajZLLcWfL6mpVsN3,negative,-0.0695,negative,0.7802,negative,332.0,0.4337,116.0,70.0,24.0
chuyện cũ bỏ qua 2025 - trúc nhân.mp3,0fSxfChRb8PLUhzWY5UZ3p,positive,0.0356,positive,0.9443,positive,338.0,0.3166,125.0,98.0,21.0
chuyện hai ta - jaykii.mp3,4rp3VdrBPlrXpgxERLw7lK,negative,-0.0858,negative,0.7201,negative,314.0,0.3121,80.0,92.0,26.0
chuyện hai đứa - bùi anh tuấn.mp3,1xVTbB6ELPnwSNTUT67UXB,neutral,-0.0005,positive,0.8921,neutral,133.0,0.6842,55.0,28.0,7.0
chuyện ngày sau kể - nguyên hà.mp3,5kVvBtsSwWflD3axPftiVH,negative,-0.0132,positive,0.632,negative,258.0,0.2868,83.0,75.0,20.0
chuyện rằng - thịnh suy.mp3,7oBUoEbCDF748UkHnLusUB,negative,-0.0172,positive,0.9639,positive,362.0,0.3094,129.0,109.0,28.0
chuyện đã qua - bích phương.mp3,1Vj6SveOOebXUlLgqfjRqp,negative,-0.0155,neutral,0.567,negative,226.0,0.4867,77.0,67.0,15.0
chuồn chuồn và nỗi buồn - minh đinh.mp3,3DM9wYBWvYzaN9tTgVh86e,negative,-0.011,negative,0.7314,negative,319.0,0.3354,94.0,92.0,22.0
chuỗi ngày vắng em - châu khải phong.mp3,0kBO0inNlX9DoGdFSbCHhf,negative,-0.0406,positive,0.794,negative,362.0,0.2735,138.0,89.0,21.0
chàng trai bất tử - an vũ.mp3,18iADruKMXIloyA9vCJXFE,negative,-0.0233,positive,0.814,negative,270.0,0.4111,88.0,71.0,12.0
chán gái 707 - low g.mp3,68mNHpUaz0IdodlCPnvcbh,negative,-0.0602,negative,0.7378,negative,495.0,0.3475,219.0,169.0,3.0
cháy máy - wokeup.mp3,7LwW1cLlxmKy0tdeI8VPX4,neutral,0.005,positive,0.8036,neutral,337.0,0.4421,96.0,117.0,16.0
chân cứng đá mềm - dtap.mp3,63W04w63bG1adqL9l5ldpZ,negative,-0.0491,neutral,0.7744,negative,372.0,0.2957,130.0,91.0,54.0
chân thành - anh trai say hi.mp3,26zqmmkquk6mcc87xdzpym,negative,-0.0325,negative,0.8338,negative,501.0,0.3872,114.0,172.0,22.0
chân tình - dtap.mp3,2cHvbenIXJdO2yYWQry26q,negative,-0.0682,positive,0.9716,negative,231.0,0.3766,85.0,67.0,16.0
chính là anh - the men.mp3,2u0SLKo9bm5p3az7A78MV5,positive,0.0226,positive,0.9878,positive,340.0,0.2353,104.0,71.0,24.0
chú chó trên ô tô (feat. tlinh) - rap việt.mp3,6pZI0hE72OTSbsG12p8Fx4,neutral,0.0084,positive,0.8933,neutral,449.0,0.5501,156.0,137.0,20.0
chú đại bi - masew.mp3,5fRBI6qffieRftUHLQeu6O,positive,0.0149,negative,0.9875,negative,351.0,0.3561,164.0,150.0,3.0
chú ếch hết buồn - jun phạm.mp3,73wGf9iYnSC1TZ02sPSzRz,negative,-0.0145,positive,0.8589,negative,316.0,0.4304,113.0,78.0,51.0
chúa trời - dfoxie37.mp3,1JL3cUU3v47xSQ5ZDmv0ry,negative,-0.0223,neutral,0.8762,negative,311.0,0.6238,76.0,87.0,25.0
chúc ngủ ngon - 52hz.mp3,07ML30NYFSKm8VaZGvQcDi,neutral,0.0068,positive,0.9926,positive,103.0,0.7184,47.0,32.0,4.0
chúc phúc - pialinh.mp3,4H2Tp0m4qVHdMc70g2Wf8J,negative,-0.0655,neutral,0.811,negative,406.0,0.3719,131.0,101.0,18.0
chúng ta của hiện tại - sơn tùng m-tp.mp3,1J3SmWwlYAG68LGKr86MVH,negative,-0.0345,positive,0.854,negative,593.0,0.2091,189.0,155.0,58.0
chúng ta của tương lai - sơn tùng m-tp.mp3,3OVMe3H6iAxbLF8iD2UYrw,negative,-0.0642,positive,0.933,negative,555.0,0.3099,184.0,165.0,32.0
chúng ta không thuộc về nhau - sơn tùng m-tp.mp3,7bn8ckDTI4EQIKZ6jRL4K0,negative,-0.0396,negative,0.8957,negative,478.0,0.2887,140.0,142.0,12.0
chúng ta là gì đây - khả hiệp.mp3,12vJXoqqXZdgSP6osHMn7B,negative,-0.0502,negative,0.7481,negative,328.0,0.3079,109.0,88.0,11.0
chúng ta rồi sẽ hạnh phúc (hướng dương ngược nắng) - jack - j97.mp3,2QCbYz4XN9mzi5LJBuB3iP,negative,-0.0222,positive,0.8139,negative,315.0,0.4159,127.0,86.0,8.0
chúng ta - 14 casper.mp3,3vU7UysYdEFYjFD5799zQl,negative,-0.0382,neutral,0.866,negative,458.0,0.3799,130.0,112.0,30.0
chăm em một đời - đức phúc.mp3,1ahMIChLwnLRGDu5AhMWZI,positive,0.0208,positive,0.9903,positive,416.0,0.3678,174.0,107.0,34.0
chăm hoa - mono.mp3,40pWxpbXoBYGPCiofujjZ6,neutral,0.0057,positive,0.9924,positive,467.0,0.3105,155.0,151.0,23.0
chơi như tụi mỹ - andree right hand.mp3,255vSRpVq5YYKBJiem1BVx,positive,0.0109,positive,0.912,positive,427.0,0.452,170.0,132.0,18.0
chơi vơi (buonhonmotchut) (feat. goddy) - táo.mp3,4UNjRtMRL4YutC8Wlfr3dy,negative,-0.049,neutral,0.6867,negative,480.0,0.45,160.0,130.0,24.0
chưa bao giờ anh hết yêu em - the men.mp3,5NK9pi9icA3B5F0NNsUzwL,negative,-0.0567,positive,0.8563,negative,315.0,0.3175,108.0,88.0,11.0
chưa bao giờ - trung quân.mp3,2s4ALHqEFh9F6UOtQGkBCh,negative,-0.0144,positive,0.8016,negative,219.0,0.5068,76.0,73.0,6.0
chưa quên người yêu cũ - hà nhi.mp3,3yKzLSeR9NTwCTg9HvQkcJ,negative,-0.0608,positive,0.875,negative,357.0,0.3333,67.0,145.0,24.0
chưa yêu lần nao - binz.mp3,5gnetFLoJ9viyNSd9c51RD,negative,-0.0277,positive,0.9042,negative,502.0,0.4602,146.0,182.0,27.0
chạm khẽ tim anh một chút thôi - an vũ.mp3,7ml9PzXBKTLKbzxTGNdXb9,negative,-0.0609,positive,0.756,negative,454.0,0.2269,127.0,126.0,44.0
chạm đáy nỗi đau - erik.mp3,1P1dtPn7zaZzFahKYJnYfH,negative,-0.0949,negative,0.6243,negative,459.0,0.366,101.0,134.0,30.0
chạy khỏi thế giới này - da lab.mp3,2e6uyFP80Vuaz7V7bDWD0e,negative,-0.0385,positive,0.6804,negative,540.0,0.3981,184.0,147.0,31.0
chạy theo lý trí - hồ ngọc hà.mp3,50bu8ugso0wP14LavPYO9y,negative,-0.0298,neutral,0.5999,negative,258.0,0.2829,82.0,76.0,3.0
chạy trốn mặt trời - emcee l (da lab).mp3,0PIIb4csy7Av8bTgybzTJJ,neutral,0.0091,positive,0.7477,neutral,724.0,0.3757,287.0,278.0,22.0
chạy trốn với nhau - trang.mp3,0r1N5ChpSHQ3Ka5jHOubTK,negative,-0.0259,positive,0.8512,negative,230.0,0.4826,84.0,78.0,11.0
chạy về khóc với anh - erik.mp3,7hzVxbVA6Y5t9YDzpSgdRS,negative,-0.032,positive,0.9439,negative,321.0,0.3738,94.0,96.0,22.0
chấm hết - dangrangto.mp3,75weJdjMaaF016Df8BNl0f,neutral,-0.0039,positive,0.9878,positive,444.0,0.3604,171.0,143.0,15.0
chấp nhận - manbo.mp3,64kXwf3h9uFwF14SRag4oH,neutral,-0.0022,negative,0.8151,neutral,571.0,0.5867,164.0,203.0,37.0
chậm lại - vũ..mp3,4fBZ8DOoxcZeEl7GyQdnUF,negative,-0.0229,positive,0.8289,negative,187.0,0.3262,63.0,43.0,18.0
chập chờn - dương domic.mp3,0Diod35Qw0viH7ee30W0To,positive,0.0185,positive,0.9831,positive,380.0,0.3289,121.0,129.0,22.0
chắc ai đó sẽ về - sơn tùng m-tp.mp3,527UV7H9SbnmTVkxBVg56X,negative,-0.0804,positive,0.6639,negative,383.0,0.2689,122.0,113.0,28.0
chắc anh đang - tiên tiên.mp3,2BjusTkcpFb6onz5yRCxhs,negative,-0.0484,positive,0.6629,negative,278.0,0.3453,96.0,68.0,20.0
chắc vì mình chưa tốt - thanh hưng.mp3,0j1PsZUNSAoEmaZhObzlAE,negative,-0.0452,neutral,0.7234,negative,387.0,0.3152,87.0,110.0,31.0
chằn tinh - lyhan.mp3,5qQ5rZkL8iu3ZT8fEs6RLj,negative,-0.0603,positive,0.8627,negative,290.0,0.4724,90.0,88.0,19.0
chẳng ai hiểu về tình yêu - vũ duy khánh.mp3,5tO7bsdjlaBAMriwh1xQC2,negative,-0.043,neutral,0.9053,negative,318.0,0.2767,73.0,105.0,24.0
chẳng ai thay thế được em - prod. hải ma.mp3,2OdBqj8MMhBHgEeaCW7WLX,negative,-0.0675,positive,0.7206,negative,225.0,0.5067,61.0,69.0,4.0
chẳng có gì quá khó - olew.mp3,5exoarZEpi1j86LG1svvMU,negative,-0.0367,positive,0.9834,negative,366.0,0.4699,110.0,94.0,36.0
chẳng cần ngày mai - trungg i.u.mp3,4JPZBnzODRL4Wyt2XhYCvs,negative,-0.0587,positive,0.855,negative,278.0,0.3633,78.0,74.0,13.0
chẳng giống giáng sinh - lu.mp3,015GG73Q1VmvLAiPIF1w8O,negative,-0.0201,positive,0.9772,negative,361.0,0.482,136.0,111.0,30.0
chẳng hiểu anh dạo này - trungg i.u.mp3,7tqOgtCSj0EP9MTfEvEhSH,neutral,0.0028,positive,0.7213,neutral,264.0,0.4318,91.0,95.0,8.0
chẳng nợ ai ngoài em - lê gia bảo.mp3,0kjkrg5N3Hf0mPcF5tqOyK,negative,-0.0357,positive,0.7127,negative,363.0,0.292,141.0,106.0,10.0
chẳng phải tình đầu sao đau đến thế - min.mp3,3T7XHOdRcyhKU3QCB6kZG3,negative,-0.0466,positive,0.9641,negative,458.0,0.4105,108.0,139.0,29.0
chẳng thể tương xứng - thái học.mp3,5J7qm7vGxtWQDOhXddoXua,negative,-0.0997,neutral,0.6365,negative,136.0,0.7721,43.0,42.0,10.0
chẳng tin vào tình yêu - rhyder.mp3,3KLCWggJ1ceqx2UBTaeEgy,negative,-0.0401,positive,0.8975,negative,410.0,0.3756,133.0,105.0,24.0
chế độ im lặng - min.mp3,44XA6tVReCIX8T1c3l9f75,negative,-0.015,positive,0.7073,negative,374.0,0.4011,102.0,128.0,21.0
chết inside - fishy.mp3,4VBWKPo3vxiT2bL093accK,negative,-0.0415,positive,0.8512,negative,234.0,0.5513,76.0,77.0,12.0
chết trong em - thịnh suy.mp3,1dUmmBh2nw8XzEI3au0uFs,negative,-0.0657,negative,0.8688,negative,204.0,0.3284,82.0,40.0,7.0
chỉ anh hiểu em - khắc việt.mp3,6n8YaAI5RPGRIx9JqNkJ9O,negative,-0.0141,positive,0.7427,negative,323.0,0.2477,106.0,67.0,12.0
chỉ anh làm em khóc - đàm vĩnh hưng.mp3,1cU4xCTzmAI7irO2pqFYEX,negative,-0.134,neutral,0.7208,negative,290.0,0.3517,98.0,80.0,17.0
chỉ còn lại đây - khắc việt.mp3,6xOgNFGbdrOAI5EaaoOi3u,negative,-0.0492,positive,0.8293,negative,341.0,0.2229,113.0,103.0,18.0
chỉ có thể là anh - trang.mp3,2hYlAUssQt52jid7g1dGyL,positive,0.0139,positive,0.931,positive,224.0,0.3973,44.0,68.0,6.0
chỉ có thể là tình yêu - hoàng tôn.mp3,35ZOuGcfW6hbPnRQrlnoSz,positive,0.0239,positive,0.9538,positive,337.0,0.2938,116.0,85.0,15.0
chỉ cần bên anh (will you marry me) - erik.mp3,7w0MWZpfmhMmTaH6lKEYp1,neutral,-0.0029,positive,0.9853,positive,307.0,0.4495,95.0,91.0,12.0
chỉ cần có nhau - vũ cát tường.mp3,3z6En4mQQJiDQquVkOcBam,negative,-0.0292,positive,0.9763,negative,276.0,0.4058,89.0,63.0,18.0
"chỉ là 1, 2 câu - ronboogz.mp3",23AflLDkHSeeFXDikfeBPT,negative,-0.0495,positive,0.6781,negative,421.0,0.3682,99.0,127.0,21.0
chỉ một người trong chúng ta - táo.mp3,2xKnD3ZmHPmrpSt0gpR2EA,negative,-0.048,neutral,0.7011,negative,562.0,0.3915,159.0,172.0,43.0
chỉ một đêm nữa thôi - rpt mck.mp3,28bxbqNcAuNxYDZYet6eZ7,negative,-0.0166,positive,0.9698,positive,499.0,0.487,172.0,147.0,15.0
chỉ vì anh quá yêu em - the men.mp3,6IhiLpvMN6kq3k9PB6q6uI,neutral,-0.0044,positive,0.6677,neutral,320.0,0.275,91.0,79.0,36.0
chỉ yêu mình em - châu khải phong.mp3,56naJHW9TqHn3BI8d6rrmY,negative,-0.0694,positive,0.9895,negative,391.0,0.266,129.0,106.0,26.0
chị ngả em nâng - bích phương.mp3,1reHbbphR273qQ651F6Vna,neutral,-0.0092,positive,0.769,neutral,367.0,0.327,100.0,99.0,21.0
chịu cách mình nói thua - rhyder.mp3,3ZbZtdEw9U0uZW4tZItIwq,negative,-0.0116,positive,0.9104,negative,328.0,0.375,125.0,91.0,17.0
chọn gì chọn đi! - emcee l (da lab).mp3,5B5dmjnHj1aGYb9SxXmR6Y,neutral,0.0097,positive,0.9922,positive,385.0,0.3013,105.0,137.0,38.0
chốn cũ - bùi anh tuấn.mp3,1Gbt0zaXqUpsw0uDKLc9Sb,negative,-0.0209,positive,0.8624,negative,290.0,0.3724,92.0,83.0,15.0
chờ anh nhé - hoàng dũng.mp3,2uxjHthUJd2A8PmWaUGGsI,negative,-0.0406,positive,0.7477,negative,310.0,0.2516,112.0,87.0,22.0
chờ anh về - anh trai say hi.mp3,7dlgEjrK3lHbP786dshKDV,negative,-0.0571,positive,0.8292,negative,574.0,0.3955,181.0,172.0,18.0
chờ bao lâu - út nhị mino.mp3,2YD5RI5M1uoIJrKavDyopq,neutral,-0.0038,positive,0.8853,neutral,365.0,0.3945,125.0,109.0,29.0
chờ chia tay - ánh sáng aza.mp3,6zL9Nsn2C1I8uawBaJbDvV,negative,-0.052,positive,0.7382,negative,295.0,0.3424,68.0,110.0,10.0
chờ em trong đêm - the men.mp3,6zrxzawTVlGHlGHui2Scys,negative,-0.0861,neutral,0.7782,negative,122.0,0.6721,50.0,32.0,7.0
chờ em đến hoa cũng tàn - trịnh thăng bình.mp3,6g8PLSPxqvgynTZV3jV9uQ,negative,-0.0357,neutral,0.9583,neutral,147.0,0.5986,53.0,33.0,7.0
chờ đợi có đáng sợ - andiez.mp3,4h3K653rm69JYWpO4du2BJ,neutral,0.0049,positive,0.7697,neutral,288.0,0.2986,78.0,108.0,8.0
chủ nhân của những nỗi buồn - song luân.mp3,6orcHbcMyhblrvguAkUyUU,negative,-0.0467,negative,0.6555,negative,362.0,0.5083,112.0,92.0,23.0
cigarette - par sg.mp3,5r7p38cdNFzpFNz6eNM8la,negative,-0.0713,positive,0.7803,negative,231.0,0.5065,73.0,67.0,14.0
codonyeuhoalaco - teuyungboy.mp3,7m4JowGw3mHX9K7Z5qt2s2,negative,-0.0307,positive,0.7545,negative,451.0,0.4878,150.0,135.0,26.0
colors (feat. pháp kiều) - anh trai say hi.mp3,2YuiUu5acrohsF8uEiezyN,neutral,-0.0014,positive,0.7738,neutral,591.0,0.357,179.0,234.0,23.0
con cũng thương mẹ mà - original soundtrack from phá đám sinh nhật mẹ.mp3,6tOhfsn6bRq2K1M0Kl6jnw,negative,-0.0488,positive,0.9007,negative,244.0,0.5041,65.0,75.0,18.0
con kể ba nghe - shiki.mp3,0fSATfRt2lZ4XHnSbblqOR,negative,-0.0259,positive,0.7239,negative,518.0,0.5135,163.0,133.0,41.0
con thuyền tha hương - thái học.mp3,5sChXwpEWt4uLdgKT2fmr6,negative,-0.0447,positive,0.7028,negative,227.0,0.6035,95.0,57.0,21.0
con tim tan vỡ - hà anh tuấn.mp3,4GnDR6aEJwjCddpQu7PvaT,negative,-0.0656,positive,0.7982,negative,325.0,0.3662,127.0,96.0,23.0
con điên - emcee l (da lab).mp3,1g3VDieRVkYgG9gDT5L30d,negative,-0.011,positive,0.8168,negative,677.0,0.3545,189.0,187.0,35.0
con đường mưa - đặng vĩnh thịnh.mp3,0fy83aSwInNBE72Ajbocw8,negative,-0.17,neutral,0.5991,negative,315.0,0.473,104.0,95.0,21.0
cool thứ thiệt - mono.mp3,6MyU1t4t9wyjiYzGJnYcAs,positive,0.0239,positive,0.9903,positive,454.0,0.5242,117.0,158.0,30.0
crush 2 - wn.mp3,7j3XQm7RR8T2EzaYtYK4rc,negative,-0.048,positive,0.9897,negative,228.0,0.2807,54.0,83.0,2.0
crush - wn.mp3,6jbvNeRq4dq4VxASFko4On,positive,0.0127,positive,0.9697,positive,390.0,0.4026,144.0,99.0,10.0
cu con (feat. justatee & coolkid) - rap việt.mp3,62CgsBbuvzZ5jNateHaftO,neutral,0.0026,positive,0.7732,neutral,567.0,0.5026,187.0,158.0,39.0
cung trăng - ricky star.mp3,5Yc8SuI8lZnoqz3FEIPCHi,negative,-0.0444,positive,0.7478,negative,540.0,0.4148,200.0,162.0,21.0
cung đàn vỡ đôi - chi pu.mp3,5ZRsfmDqd04BcmCqJPB9AV,negative,-0.0559,neutral,0.7182,negative,376.0,0.3351,105.0,106.0,21.0
cuối cùng thì - jack - j97.mp3,2oXn5zqsmk63y48RvygMoz,neutral,-0.0052,neutral,0.7257,neutral,319.0,0.5266,101.0,84.0,27.0
cuối tuần (1825) - hoàng dũng.mp3,14NNoIFQBU1qcDwXJ8JaLY,negative,-0.0339,positive,0.7868,negative,249.0,0.51,72.0,69.0,17.0
cuộc gọi cuối (last call) - justatee.mp3,5zRZcjWIowNBOSbGemW6FF,negative,-0.0644,positive,0.9449,negative,418.0,0.2464,159.0,144.0,7.0
cuộc gọi cuối - song luân.mp3,31c7oIZ6b6uKwNKlnphjYH,negative,-0.0227,neutral,0.7913,negative,404.0,0.2896,115.0,114.0,26.0
cuộc gọi lúc nửa đêm - amee.mp3,6P7xEmk7ZZYz0AV84uOwiW,negative,-0.0281,neutral,0.8271,negative,451.0,0.2661,135.0,137.0,26.0
cuộc hẹn trong mơ - mỹ tâm.mp3,74NN0EqmN62sS9QUc605tl,positive,0.022,positive,0.9387,positive,254.0,0.3858,65.0,63.0,15.0
cuộn len - jsol.mp3,0qV3OzdW5SDCOcSeQpAqIi,neutral,-0.0024,positive,0.9082,neutral,519.0,0.3642,184.0,158.0,32.0
cà phê phin - dfoxie37.mp3,5e6gTnY7U1EZHlJwyZewBw,negative,-0.0127,positive,0.921,negative,518.0,0.6062,177.0,125.0,43.0
cà phê - min.mp3,1ggbqJAGPfhCXkAXPKTokY,negative,-0.0676,positive,0.8622,negative,392.0,0.3929,136.0,134.0,15.0
càng níu lại càng đau - việt anh.mp3,6PVOHXE1Vp2LuBMlI3JlIl,negative,-0.0587,negative,0.6632,negative,423.0,0.3924,115.0,129.0,20.0
cá tính - pháo.mp3,0cVITkMNlUbTiJrsgl6DPm,positive,0.0104,positive,0.9464,positive,504.0,0.4048,174.0,155.0,17.0
cách (yêu đúng) điệu - em xinh say hi.mp3,5cG5hU8eGu9hZ1RVsQgb8O,neutral,-0.0026,positive,0.984,positive,464.0,0.4418,159.0,168.0,30.0
cái tên khắc sâu trong tim - hà nhi.mp3,6xZcdqWVDw01HP3ToyZA3v,negative,-0.0592,positive,0.8574,negative,287.0,0.3659,83.0,90.0,12.0
cái đẹp - pháo.mp3,1LYF2h3PyfZRPwDTTGotWH,positive,0.0462,positive,0.9521,positive,585.0,0.4444,166.0,196.0,66.0
cánh hoa tàn (theme song from mẹ chồng) - forest studio.mp3,2ltvf7Ctvrc52j54FVPQZ8,negative,-0.031,negative,0.8049,negative,192.0,0.4792,70.0,36.0,15.0
còn ai ngoài anh với em - b ray.mp3,0BR4Hdge19djSuyrU0kT9F,positive,0.0181,neutral,0.8843,positive,648.0,0.3426,214.0,168.0,16.0
còn chờ là còn nhớ (feat. icy famou$) - shartnuss.mp3,68DhntvfXUCnw5IiBPTWk1,negative,-0.0247,positive,0.8993,negative,451.0,0.4878,147.0,147.0,22.0
còn gì đẹp hơn (mưa đỏ original soundtrack) - nguyễn hùng.mp3,5zXCoF69UxPNLrpar8Rk7e,neutral,-0.0035,positive,0.9353,neutral,353.0,0.3824,122.0,92.0,18.0
còn lại gì - hngle.mp3,09c3xrXtBQMrhAnhfEfWnb,negative,-0.046,negative,0.6651,negative,336.0,0.4583,94.0,86.0,17.0
còn nơi đó chờ em - đông nhi.mp3,7ELkNCjcVfFRGrWJpTEmnt,negative,-0.0188,positive,0.9865,positive,190.0,0.4842,53.0,45.0,12.0
còn thương thì không để em khóc - miu lê.mp3,4JIN4eswoTEyAHaDOjCHUI,negative,-0.0639,positive,0.6614,negative,308.0,0.4221,89.0,100.0,15.0
còn tuổi nào cho em - bùi lan hương.mp3,6lePvws0XqBr3VngU2hJee,negative,-0.0223,negative,0.8748,negative,157.0,0.5541,64.0,43.0,7.0
"còn yêu, đâu ai rời đi - đức phúc.mp3",4hrueCNn4x3KJL11KaHSFk,negative,-0.0304,neutral,0.8149,negative,322.0,0.3354,70.0,106.0,12.0
có ai hẹn hò cùng em chưa - quân a.p.mp3,7kugDWrt5suA04eU2BYxg1,negative,-0.0325,positive,0.5539,negative,351.0,0.302,95.0,103.0,16.0
có ai không - the flob.mp3,3p7yCmS5hjbQRUFsF7Ic4N,negative,-0.0602,neutral,0.5349,negative,120.0,0.75,42.0,27.0,9.0
có ai thương em như anh - tóc tiên.mp3,7AD5F85waSb3yZxZxEXhJM,negative,-0.0207,positive,0.8545,negative,304.0,0.3289,72.0,87.0,18.0
có bao nhiêu chơi bấy nhiêu (feat. tùng maru) - han sara.mp3,6yLQHK7JNXAbevwNCmwMWM,neutral,0.0,positive,0.9646,positive,526.0,0.3422,153.0,152.0,42.0
có chàng trai viết lên cây - hà anh tuấn.mp3,0OvxTChy2y9fQy8qBJCdYh,negative,-0.0286,neutral,0.875,negative,429.0,0.3566,144.0,99.0,50.0
có chàng trai viết lên cây - phan mạnh quỳnh.mp3,2NEzxeMKW0mk5pr7tcrvs2,negative,-0.0273,neutral,0.9249,negative,346.0,0.4393,114.0,85.0,38.0
có chơi có chịu - karik.mp3,7o3D8pLFnT4QEn8AegUJDU,neutral,0.0,negative,0.7392,neutral,428.0,0.3785,90.0,158.0,28.0
có chắc yêu là đây - sơn tùng m-tp.mp3,6aaNsCMWPBaUuJE1grH6Po,positive,0.0121,positive,0.9791,positive,482.0,0.3693,145.0,179.0,23.0
