title,artists,featured_artists,album_type,spotify_popularity,spotify_release_date,spotify_genres,spotify_track_id,main_artist_id,is_hit,file_name,Audio_Error,Lyrics_Error
22,TRANG,,single,11.0,2018-09-19,"vietnam indie, v-pop, vietnamese lo-fi",5DcHDgTeIRDWU82Uv68XEr,2knyDFP4xw9wZEWA98JX6b,0.0,22 - trang.mp3,OK,OK
222022,Hustlang Robber,,single,35.0,2022-12-24,"vietnamese hip hop, v-pop",5uNxwO0xtfcmDhE0e5MAhe,3JWIaDWHJq11w1xPqJStEv,1.0,222022 - hustlang robber.mp3,OK,OK
232 Tuổi,The Flob,,single,14.0,2023-06-17,"vietnam indie, v-pop",77mmgqaSH4IlbeYLndTlpC,0u5ikKYYDO2XGyYjNGQRGf,0.0,232 tuổi - the flob.mp3,OK,OK
23:40,Hào,,single,56.0,2020-12-23,"vietnam indie, v-pop, vietnamese lo-fi",6qyK9SquQSHvNzrGHEUYNV,41o2x1AJ6KzUiz6JxYtCtJ,1.0,2340 - hào.mp3,OK,OK
24K,24k.Right,Max Benderz,single,17.0,2021-03-19,"vietnamese hip hop, v-pop",4pWFpNk1vkksN4tJW569KK,0hUr8xEtATxbq2OTiJFAP0,0.0,24k - 24k.right.mp3,OK,OK
24h,Lyly,,single,62.0,2020-10-28,"v-pop, vietnamese hip hop, vietnam indie",4inMQ83GNpQ2OHDredH5hW,4POahBr8YCPNKGErIiofyx,1.0,24h - lyly.mp3,OK,OK
2512,Nsta,VCC Left Hand,single,13.0,2024-01-11,"vietnamese hip hop, v-pop, vinahouse",5SR4uyxcgtXPNlZbghFZu7,7N1y3zllMyTEh7WSRaiu3F,0.0,2512 - nsta.mp3,OK,OK
2526,GepolyG,"Xám, AK49",single,13.0,2025-07-07,"vietnam indie, vietnamese hip hop, v-pop, vinahouse",3EiEbdnoTRUBrrNCt2zIX7,4yZp1B11Rid5FP066ibtsP,0.0,2526 - gepolyg.mp3,OK,MISSING
258,PC,,single,35.0,2025-08-25,"vietnamese hip hop, vietnamese lo-fi, v-pop, vietnam indie",5phC3U5ofvJzPZMaJbCl7M,3HD3V1nGFPwepBO7064Ij0,0.0,258 - pc.mp3,OK,OK
29,Wxrdie,Mason Nguyen,album,48.0,2024-11-12,"vietnamese hip hop, v-pop",5AsZiMkbxLlR68WM3HHKWZ,1Jmkhzve9TuXHUUWGmpANw,1.0,29 - wxrdie.mp3,OK,OK
2AM,JustaTee,BigDaddy,single,65.0,2022-05-10,"v-pop, vietnamese hip hop, vietnam indie",3DLtPObflLQBodZN8qGODT,3rjcQ5VIWCN4q7UFetzdeO,1.0,2am - justatee.mp3,OK,OK
2GOILAYS,MR LANH,"Dangrangto, TeuYungBoy, DONAL",single,57.0,2025-01-30,"vietnamese hip hop, v-pop",4TQ0Jgrhe4V9MMqjKViub5,3oD2yI1g6aT3KawHD8ZYaU,1.0,2goilays - teuyungboy.mp3,OK,OK
2phần3,Pixel Neko,Mỹ Mỹ,album,23.0,2025-12-12,"vietnamese hip hop, v-pop",5N2QRgnitsnSEzmVpRNEOo,6lKBdKySIpWUb4tA7hYzU7,0.0,2phần3 - pixel neko.mp3,OK,OK
3 1 0 7 (feat. Duongg & Nâu),W/N,"Duongg, Nâu",single,59.0,2024-06-26,"v-pop, vietnamese lo-fi, vietnamese hip hop, vietnam indie",5xuaCJaNAqRLwV7OO5zPiF,6NF9Oa4ThQWCj6mogFSrVD,1.0,3 1 0 7 (feat. duongg & nâu) - wn.mp3,OK,OK
3 1 0 7 - 2 (feat. DuongG & Nau),W/N,"Duongg, Nau",single,56.0,2021-02-04,"v-pop, vietnamese lo-fi, vietnamese hip hop, vietnam indie",2PYDUM2IC01FOTDLQdFxJP,6NF9Oa4ThQWCj6mogFSrVD,1.0,3 1 0 7 - 2 (feat. duongg & nau) - wn.mp3,OK,OK
"3 1 0 7 7 - W/N ft. ( titie, Duongg )",W/N,"Duongg, titie",single,49.0,2021-10-31,"v-pop, vietnamese lo-fi, vietnamese hip hop, vietnam indie",5jL0h9UUmy8NXq5Kz0E7Po,6NF9Oa4ThQWCj6mogFSrVD,1.0,"3 1 0 7 7 - wn ft. ( titie, duongg ) - wn.mp3",OK,OK
3 CHÌM 7 NỔI,"ANH TRAI ""SAY HI""","B Ray, BigDaddy, Jaysonlei, OgeNus",single,45.0,2025-10-13,"v-pop, vietnamese hip hop",3UQouvdHGIq4CZokiahPYv,4wZ6awunqaaVLl5j0WpDFu,1.0,3 chìm 7 nổi - anh trai say hi.mp3,OK,OK
3 Giờ Sáng,JayKii,,single,9.0,2022-01-21,"v-pop, vietnamese lo-fi, vietnam indie",19Gg9cYxUmroouzvvZ1c33,4ZSYaCMxF2k6maN3KTP17F,0.0,3 giờ sáng - jaykii.mp3,OK,OK
3 Lần Phải Khóc,B Ray,,album,36.0,2017-10-20,"vietnamese hip hop, v-pop",6J7yTkpFy3pz6y4zEewJ5I,1WvNgEoB66jmHodcj15Zi9,1.0,3 lần phải khóc - b ray.mp3,OK,OK
3 Nhịp Tim,Bảo Trâm Ryy,Minh Huy,single,30.0,2024-11-08,"v-pop, vietnam indie, vietnamese hip hop",6NBoKEfIDYhQp5ihq0yK67,5zT1Ku9mzzl6RW5y4z0hUK,1.0,3 nhịp tim - minh huy.mp3,OK,OK
3 Thằng Bạn,Karik,,single,22.0,2013-06-01,"v-pop, vietnamese hip hop, vietnam indie",0wmnh0kNXZZsM9Iqgr9MrM,2Bwp23pD4UVsSkchHDZw4F,0.0,3 thằng bạn - karik.mp3,OK,OK
3 bích,pháp kiều,tlinh,single,59.0,2025-10-15,"v-pop, vietnamese hip hop",3yrqazrdlrmvti4dn9ftic,13c4ijEkXNvEFoxGxwp5Su,1.0,3 bích - pháp kiều.mp3,OK,OK
3 năm cấp 3,Forest Studio,Bùi Công Nam,single,33.0,2025-03-05,"v-pop, vietnam indie",3OjJE0lkmbEMuq9Z9bgPue,1fTWz0OemWveF9AMkRPJKi,0.0,3 năm cấp 3 - forest studio.mp3,OK,OK
3 phút (feat. onionn.),marzuz,Onionn.,single,18.0,2017,"v-pop, vietnam indie, vietnamese hip hop",5vzZqQpxdxT2WOI9SfKZMh,3y6Lfjkrdn5TgkbgDxbpvM,0.0,3 phút (feat. onionn.) - marzuz.mp3,OK,OK
30,TRANG,,album,29.0,2025-11-16,"vietnam indie, v-pop, vietnamese lo-fi",0E2gPDfLSBiqyM4eqUU7sm,2knyDFP4xw9wZEWA98JX6b,0.0,30 - trang.mp3,OK,OK
30 Ngày Yêu,Đông Nhi,,album,24.0,2010-03-01,v-pop,0kxNd6RzYQ5JuHB6VAyNx1,6JTiPLdbZD2e0tDsN15U1s,0.0,30 ngày yêu - đông nhi.mp3,OK,OK
3000KM,SIVAN,,single,18.0,2021-04-02,"v-pop, vietnam indie",4R9etlAO4LXEHiMMqJLktN,0wJWawRvX8K9joiK9QqkX5,0.0,3000km - sivan.mp3,OK,MISSING
3107 3,W/N,"Duongg, Nau, titie",single,59.0,2021-07-31,"v-pop, vietnamese lo-fi, vietnamese hip hop, vietnam indie",1EmMFSLRVkOszCa4ul9z0F,6NF9Oa4ThQWCj6mogFSrVD,1.0,3107 3 - wn.mp3,OK,OK
"3107 4 (feat. Erik, Nâu)",W/N,"ERIK, Nau",single,56.0,2022-07-31,"v-pop, vinahouse, vietnam indie",45PPoUgqs3JrhkZGEzSUHT,6NF9Oa4ThQWCj6mogFSrVD,1.0,"3107 4 (feat. erik, nâu) - wn.mp3",OK,OK
34567,Will,,single,23.0,2024-11-18,"v-pop, vietnam indie",1JScrTdVEtPRgd0n5PfjwB,3HMWKU43x9GxkGWVP1KjQT,0.0,34567 - will.mp3,OK,OK
350ug,Wxrdie,"kingfisher beats, WOKEUP",album,30.0,2023-04-20,"vietnamese hip hop, v-pop",5L781SoXAAS0A3QWfGPxD5,1Jmkhzve9TuXHUUWGmpANw,0.0,350ug - wxrdie.mp3,OK,OK
3T,Pháo,B Ray,single,45.0,2026-02-14,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",1YjlmjIYDNR2fgZWwpXemc,4en2ObzSYlIYbCGknXjgG9,1.0,3t - pháo.mp3,OK,OK
4 Năm,Kuun Đức Nam,,single,8.0,2025-03-20,"v-pop, vietnam indie",7gIHjucMIFCKydpQvjhM8I,05xxXziuRhVsmlSjTD4Soh,0.0,4 năm - kuun đức nam.mp3,OK,OK
4 Seasons,Puppy,"Wheelie, SpideyBoy, Icy Nirvana",single,13.0,2024-10-20,"v-pop, vietnamese hip hop",0A0VJ0baqBhaV8sUQMHn45,2dC1IBU9NOD9xsQJ5RE7j7,0.0,4 seasons - puppy.mp3,OK,OK
40 Độ,Wxrdie,"RPT Spidey, 2pillz",album,46.0,2023-04-20,"vietnamese hip hop, v-pop",2ovdRoyydcBuggCaVdz6Mn,1Jmkhzve9TuXHUUWGmpANw,1.0,40 độ - wxrdie.mp3,OK,OK
4010,Dfoxie37,Amy,single,32.0,2023-08-23,"vietnam indie, vietnamese hip hop, v-pop",5IfPPShpdaZ5YGk28Y4MVw,4zg9WrDAFl1dGh2eSWLnOG,1.0,4010 - dfoxie37.mp3,OK,OK
420chillnfree,Wxrdie,"WOKEUP, QNT, 2pillz",album,40.0,2023-04-20,"vietnamese hip hop, v-pop",1nd0gAP5GV8ZePjrNKiz8k,1Jmkhzve9TuXHUUWGmpANw,0.0,420chillnfree - wxrdie.mp3,OK,OK
420ent.,Wxrdie,"WOKEUP, mikemadeahitter, nick schmidt",album,35.0,2023-04-20,"vietnamese hip hop, v-pop",1Vvm6yig4ULGNaU2HUII0a,1Jmkhzve9TuXHUUWGmpANw,0.0,420ent. - wxrdie.mp3,OK,OK
4GetU (Remake),PC,Specter,single,20.0,2024-08-25,"vietnamese hip hop, vietnamese lo-fi, v-pop, vietnam indie",2WAMiHmPefJNaptBMDjbhX,3HD3V1nGFPwepBO7064Ij0,0.0,4getu (remake) - pc.mp3,OK,OK
5 tháng bên em,Kuun Đức Nam,,single,17.0,2023-09-28,"v-pop, vietnam indie",3DJQDMgE3ssimcjmXrbVjJ,05xxXziuRhVsmlSjTD4Soh,0.0,5 tháng bên em - kuun đức nam.mp3,OK,OK
50/50,RPT MCK,,album,38.0,2023-03-02,"vietnamese hip hop, v-pop, vietnam indie",33dIUFKBA7U5KHs1fdBw8b,1zSv9qZANOWB4HRE8sxeTL,0.0,50_50 - rpt mck.mp3,OK,OK
500MG,Pjpo,S.O,album,20.0,2025-06-28,"vietnamese hip hop, v-pop",37ImU56QU0sCl7yjskQHnK,5kooMseQPNPTz5y1UCM5UR,0.0,500mg - pjpo.mp3,OK,OK
5050,MANBO,"HIEUTHUHAI, HURRYKNG",single,46.0,2020-10-09,"v-pop, vietnamese hip hop, vietnamese lo-fi, vietnam indie, vinahouse",7aELHm28pobrp3RyazUjmw,2rKtPYcwYmevNcaqzJOwvf,1.0,5050 - manbo.mp3,OK,OK
50mil,Hustlang Robber,,album,17.0,2022-05-01,"vietnamese hip hop, v-pop",2VBg9gXBdRlhc5MxkIN83L,3JWIaDWHJq11w1xPqJStEv,0.0,50mil - hustlang robber.mp3,OK,OK
5am,Kai Đinh,,single,29.0,2022-04-04,"v-pop, vietnamese lo-fi, vietnam indie",13O7j0G5uGJvkAeQIP53Xx,3E6LGptA8lBEXPHAQCE3vr,0.0,5am - kai đinh.mp3,OK,OK
5s Môi Chạm Môi,Đức Trường,,single,14.0,2025-12-21,v-pop,3D1UblozOWrwBH8pWjqa0p,4R2engiAed6QeIV63PDAz0,0.0,5s môi chạm môi - đức trường.mp3,OK,OK
60 Năm Cuộc Đời,Miu Lê,,single,10.0,2016-10-19,"v-pop, vietnamese hip hop, vinahouse",3g26gTFB1RNrIZOdMAruLJ,4e5LAUvM35jleGg8gElTsP,0.0,60 năm cuộc đời - miu lê.mp3,OK,OK
60 Năm Cuộc Đời,RAP VIỆT,Lor,album,12.0,2020-10-08,"vietnamese hip hop, v-pop, vietnam indie, vinahouse",7i6sapFINl1490LC7U0VLg,1cPpd989kghzlZqfpP4KwL,0.0,60 năm cuộc đời - rap việt.mp3,OK,OK
60 Năm Cuộc Đời (feat. Lor),RAP VIỆT,Lor,album,13.0,2020-10-08,"vietnamese hip hop, v-pop",3BeEnrOYFjA6LrxFEsSdes,1cPpd989kghzlZqfpP4KwL,0.0,60 năm cuộc đời (feat. lor) - rap việt.mp3,OK,OK
6262,Low G,,single,38.0,2024-11-13,"vietnamese hip hop, v-pop, vietnam indie",3LLPOQSoE6eriCVfEwYDL1,6TITnFVRcl0AcZ4syE7Toe,0.0,6262 - low g.mp3,OK,OK
"6h Chill (feat. Dick, Ron Phan, Xám, Chúc Hỷ, Key, Anh Khơ Me)",Bạn Có Tài Mà,"Dick, Ron Phan, Xám, Chúc Hỷ, Key, Anh Khơ Me",single,28.0,2020-11-29,"vietnamese hip hop, v-pop, vietnamese lo-fi, vietnam indie",4XwW4XFulF6EoVaZLr2KY2,6FCF4ljKz7tzcsOyUExpS7,0.0,"6h chill (feat. dick, ron phan, xám, chúc hỷ, key, anh khơ me) - bạn có tài mà.mp3",OK,OK
"7 ANH EM 2 (feat. PHẶNG ĐỨC THÁM, SU, Hồng Nhân)",Huỳnh James,"Pjnboys, Minh Huy, Lil Nhí, PHẶNG ĐỨC THÁM, SU, Hồng Nhân",single,26.0,2026-02-10,"v-pop, vietnamese hip hop, vinahouse",4DXIebZWnBhBTvjO0JAKxm,1Vc9oJC8vSXfirygPAL2Du,0.0,"7 anh em 2 (feat. phặng đức thám, su, hồng nhân) - huỳnh james.mp3",OK,OK
"7 lần vấp ngã, 8 lần đứng lên",MiiNa,"RIN9, DREAMeR",single,43.0,2024-11-27,v-pop,4tEPSQEDcZR8vAxKgfmiwz,76nos2JmvLyYGZ28ribrf7,1.0,"7 lần vấp ngã, 8 lần đứng lên - miina.mp3",OK,OK
7 tỷ người tìm thấy anh rồi,Orange,,single,21.0,2023-03-09,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",1rMkVpTWhYwLbplInuww28,5lAfakPZgxFKgiJD6xAF1G,0.0,7 tỷ người tìm thấy anh rồi - orange.mp3,OK,OK
7711 (Bảy Bảy Một Một),Minh Đinh,,single,17.0,2020-05-28,"vietnam indie, v-pop, vietnamese hip hop",5zBm3KbePYSvuzxN5bhHd3,4NfuHLESitkh66LOZeyzsu,0.0,7711 (bảy bảy một một) - minh đinh.mp3,OK,OK
800 Màn Đêm,TeuYungBoy,Hazel,single,20.0,2022-11-26,"vietnamese hip hop, v-pop",0Xq4DPbOtizgSgJtAIMwns,3oD2yI1g6aT3KawHD8ZYaU,0.0,800 màn đêm - teuyungboy.mp3,OK,OK
808 Dollar Bills,Low G,,single,26.0,2020-12-30,"vietnamese hip hop, v-pop, vietnam indie",1Pkh3r9oPKy34C1JteOrHK,6TITnFVRcl0AcZ4syE7Toe,0.0,808 dollar bills - low g.mp3,OK,OK
9 8 7,T.R.I,,single,35.0,2023-03-01,"v-pop, vietnamese lo-fi, vietnam indie, vietnamese hip hop",1Ny2Ku9Vkn6vzuwKCTeFU1,2rVYwIYNEsMxtt8j5yemHb,0.0,9 8 7 - t.r.i.mp3,OK,OK
9 Tầng Mây,MiiNa,"RIN9, DREAMeR",single,10.0,2024-08-21,v-pop,3XSW8oRNwe4G5ZlFQkfaXV,76nos2JmvLyYGZ28ribrf7,0.0,9 tầng mây - miina.mp3,OK,OK
906090 (feat. Mew Amazing),Tóc Tiên,Mew Amazing,album,28.0,2022-11-01,"v-pop, vietnam indie",5PleYXHjjFbeSsF8U1zFH6,4YkqEuVf1Jf2x2XDqJ2CvC,0.0,906090 (feat. mew amazing) - tóc tiên.mp3,OK,OK
99,RPT MCK,,album,36.0,2023-03-02,"vietnamese hip hop, v-pop, vietnam indie",4Mne52NZGUzdlPZSzjQM5f,1zSv9qZANOWB4HRE8sxeTL,0.0,99 - rpt mck.mp3,OK,OK
"99KISS (feat. Phúc Nguyên, Phi Long, Hồ Đông Quan, Duy Lân, Wonbi & lighT)",Show It All Vietnam (Tân Binh Toàn Năng),"Phúc Nguyên, Phi Long, Hồ Đông Quan, Duy Lân, WONBI, lighT",single,37.0,2025-08-03,v-pop,5nI1FmsKSCSr2SVDcne5Tn,4SiNg3BrvdFycwTlO6HGKN,1.0,"99kiss (feat. phúc nguyên, phi long, hồ đông quan, duy lân, wonbi & minhtin) - show it all vietnam (tân binh toàn năng).mp3",OK,OK
A Bad Day Song,14 Casper,Lý Bực,album,11.0,2024-01-01,"v-pop, vietnamese lo-fi, vietnam indie",1y4G2Z5pUvwg2eVModaqHB,0zo8kCJVktn7oPnzpkbC2p,0.0,a bad day song - 14 casper.mp3,OK,OK
A Den Z,VCC Left Hand,ZIMLOW,single,14.0,2025-08-11,"vietnamese hip hop, v-pop, vinahouse",1kKNzrtr9kk6DalXWAdp8H,3QjJx8Yp2mXYoHtiPI7VMI,0.0,a den z - vcc left hand.mp3,OK,OK
A Line Without Hook (A Look Without Eyes),NAOMI,WEAN,single,15.0,2019-06-25,"v-pop, vietnamese hip hop, vietnam indie",1YadF8GKFvOCoxIiFLNmsq,7pCB93rz0fL0KvmnuN8AI3,0.0,a line without hook (a look without eyes) - naomi.mp3,OK,OK
A Ă Â,WEAN,"Anh Phan, Queen B",single,26.0,2025-01-23,"v-pop, vietnamese hip hop, vietnam indie",6PcFMZ6rkJKJ3YNg7p8QVH,30eFAXoU2kTjJPf2cq80B8,0.0,a ă â - wean.mp3,OK,OK
A đến Ă,Dương Domic,,single,46.0,2024-02-14,"v-pop, vietnamese hip hop",1YHmgJCPdvqAmiijOhRGyc,4KPyQxL1zqEiBcTwW6c9HE,1.0,a đến ă - dương domic.mp3,OK,OK
A.I LOVE YOU (feat. VSOUL),RAP VIỆT,VSOUL,album,13.0,2022-01-24,"vietnamese hip hop, v-pop",26LA6GDDFvspPxNnXARFXH,1cPpd989kghzlZqfpP4KwL,0.0,a.i love you (feat. vsoul) - rap việt.mp3,OK,OK
AAA,"EM XINH ""SAY HI""","Tiên Tiên, Phương Mỹ Chi, Juky San, Lâm Bảo Ngọc, 52Hz, Pháo, Han Sara, DANMY, Muộii, Ánh Sáng AZA, 桃子A1J, LYHAN, MAIQUINN, Châu Bùi, Yeolan",single,48.0,2025-06-02,v-pop,2R1sqa3gaeCXkqwjNF6YLC,1I5CkmtLVWLUygTT3cLr5X,1.0,aaa - em xinh say hi.mp3,OK,OK
ACGM,VSOUL,da/md,single,11.0,2022-08-30,"vietnamese hip hop, v-pop",5qed2iSQoPxWn3zfzVWh6g,22MX8BG5870DGzpNricY7q,0.0,acgm - vsoul.mp3,OK,OK
ACT i: Yết,kidsai,"Benly, nVu",album,22.0,2025-11-13,"v-pop, vietnamese hip hop, vietnam indie",4oKraqGaWN3qg37MqEd27A,6kkA6laUMR0hzML9YY98CQ,0.0,act i yết - kidsai.mp3,OK,OK
ACT ii: Mập Mờ,kidsai,,album,20.0,2025-11-13,"v-pop, vietnamese hip hop, vietnam indie",3vgMuBfgedkm3YrirOEvmA,6kkA6laUMR0hzML9YY98CQ,0.0,act ii mập mờ - kidsai.mp3,OK,OK
ACT iii: Vỡ Tan,kidsai,WHENITSASUNNIDAY,album,20.0,2025-11-13,"v-pop, vietnamese hip hop, vietnam indie",5ZFbIYmQjGEZuNAH4Lqqzw,6kkA6laUMR0hzML9YY98CQ,0.0,act iii vỡ tan - kidsai.mp3,OK,OK
ACT iv: Kết Thúc,kidsai,WHENITSASUNNIDAY,album,19.0,2025-11-13,"v-pop, vietnamese hip hop, vietnam indie",6vKGZjNM6dCEVyvAzqAW93,6kkA6laUMR0hzML9YY98CQ,0.0,act iv kết thúc - kidsai.mp3,OK,OK
AI BIET,WEAN,,single,35.0,2019-08-30,"v-pop, vietnamese hip hop, vietnam indie",4knRFQiLJMMUlP7psJk4kg,30eFAXoU2kTjJPf2cq80B8,1.0,ai biet - wean.mp3,OK,OK
AI YÊU ANH NHẤT,"ANH TRAI ""SAY HI""","B Ray, Negav, VƯƠNG BÌNH, Gill",single,52.0,2025-12-15,"v-pop, vietnamese hip hop",3RXXovDca76weiVIH4WZCS,4wZ6awunqaaVLl5j0WpDFu,1.0,ai yêu anh nhất - anh trai say hi.mp3,OK,OK
AI ĐÚNG AI SAI,Willistic,MAYonair,single,13.0,2024-12-04,"vietnamese hip hop, v-pop, vietnam indie",29OTuUuIt87SizYOhxhuAB,0XEYiIh3AzMl9lBaT3gNz7,0.0,ai đúng ai sai - willistic.mp3,OK,OK
AIRPLANE MODE,Coldzy,,album,28.0,2024-06-03,"vietnamese hip hop, v-pop, vietnam indie",1N0xyjNNozqmVnGQB8YGam,401ikVSob52311M6Fwnunt,0.0,airplane mode - coldzy -.mp3,OK,OK
"AIRPLANE MODE (feat. HURRYKNG & Wean, antransax)","ANH TRAI ""SAY HI""","HURRYKNG, WEAN, antransax",album,36.0,2024-08-31,"v-pop, vietnamese hip hop",6GzFCUfBZPdmWXMDhVdJ2Z,4wZ6awunqaaVLl5j0WpDFu,0.0,"airplane mode (feat. hurrykng & wean, antransax) - anh trai say hi - hurrykng, wean, antransax.mp3",OK,OK
ALL EYES ON US,"ANH TRAI ""SAY HI""","VCT, Ngô Kiến Huy, BigDaddy, B Ray, Hải Nam, Pham Dinh Thai Ngan, Negav, Gill, Hustlang Robber, Khoi Vu, CODYNAMVO, RIO, Sơn.K, Dillan Hoàng Phan, CONGB, Bùi Duy Ngọc, Jaysonlei, Lohan, Mason Nguyen, Nhâm Phương Nam, VƯƠNG BÌNH, Jey B, Đỗ Nam Sơn, Phuc Du, OgeNus, Ryn Lee, Tez, buitruonglinh, OTIS, Karik",single,47.0,2025-09-22,"v-pop, vietnamese hip hop",6qRnm1fiL5ra9wVKQplxI4,4wZ6awunqaaVLl5j0WpDFu,1.0,all eyes on us - anh trai say hi.mp3,OK,OK
"ALL MY LIFE (feat. Thai VG, MANBO & Lâm Bảo Ngọc)",RAP VIỆT,"Thai VG, MANBO, Lâm Bảo Ngọc",single,20.0,2024-12-16,"vietnamese hip hop, v-pop",0kT9qXTcoe4hgQNPpGt0PE,1cPpd989kghzlZqfpP4KwL,0.0,"all my life (feat. thai vg, manbo & lâm bảo ngọc) - rap việt.mp3",OK,OK
AMATERASU,Kinn,VCC Left Hand,single,16.0,2024-04-19,"vietnamese hip hop, v-pop, vinahouse",0iBlQqIH3Lx9MgCjQf9maI,1deDBB69YQHCr0hfw2INEt,0.0,amaterasu - kinn.mp3,OK,OK
ANGEL,VSOUL,,single,33.0,2022-05-05,"vietnamese hip hop, v-pop",6OyJOHD6LQzQPvMDHlG6Q7,22MX8BG5870DGzpNricY7q,1.0,angel - vsoul.mp3,OK,OK
ANGEL ON EARTH,VCC Left Hand,"BAN, INC Sick",single,22.0,2024-08-03,"vietnamese hip hop, v-pop, vinahouse",3Z0nOx2bWGYYIMNTcWSlHk,3QjJx8Yp2mXYoHtiPI7VMI,0.0,angel on earth - vcc left hand.mp3,OK,OK
ANH CẢM GIÁC MÌNH SẮP CHIA TAY,"ANH TRAI ""SAY HI""",Hải Nam,album,37.0,2025-12-08,"v-pop, vietnamese hip hop",16ZMxdcL6BVsvJZxOYSOn4,4wZ6awunqaaVLl5j0WpDFu,0.0,anh cảm giác mình sắp chia tay - anh trai say hi.mp3,OK,OK
ANH DAU,younghao,VCC Left Hand,single,10.0,2023-01-01,"vietnamese hip hop, v-pop, vinahouse",76wcndX3dYiaQMEsmwITu3,6frv7MElqCBhpktzJvGoxs,0.0,anh dau - younghao.mp3,OK,OK
"ANH EM GỌI LÀ CÓ MẶT NGAY (feat. Đức Phúc, CAPTAIN, Quân A.P & Anh Tú)","ANH TRAI ""SAY HI""","Đức Phúc, CAPTAIN BOY, Quân A.P, Anh Tú",single,32.0,2024-09-18,"v-pop, vietnamese hip hop",0Fl4vK8ZTPnBJqGNRn3tc8,4wZ6awunqaaVLl5j0WpDFu,0.0,"anh em gọi là có mặt ngay (feat. đức phúc, captain, quân a.p & anh tú) - anh trai say hi.mp3",OK,OK
ANH KHÔNG THIẾT,kidsai,"WHENITSASUNNIDAY, SIXTYUPTOWN",album,28.0,2025-11-13,"v-pop, vietnamese hip hop, vietnam indie",28ou00HjCUWKQI318NUeb7,6kkA6laUMR0hzML9YY98CQ,0.0,anh không thiết - kidsai.mp3,OK,OK
ANH KHÔNG ĐẾN ĐỂ RỜI ĐI,"ANH TRAI ""SAY HI""",OgeNus,album,34.0,2025-12-01,"v-pop, vietnamese hip hop",5F3qBGZ21W2tdfd0cgPdCg,4wZ6awunqaaVLl5j0WpDFu,0.0,anh không đến để rời đi - anh trai say hi.mp3,OK,OK
ANH LÀ THẰNG TỒI,Phùng Khánh Linh,,album,63.0,2025-10-18,"v-pop, vietnam indie",6GPcbZOX4h9MWert6xWpYw,23Gbd21nBxC1kCtcG2Cd0C,1.0,anh là thằng tồi - phùng khánh linh.mp3,OK,OK
ANH NHẮC EM (feat. Willistic & MAYonair),RAP VIỆT,"Willistic, MAYonair",single,23.0,2024-11-25,"vietnamese hip hop, v-pop",7DiSxIDiuA0QpiVbYfC7zm,1cPpd989kghzlZqfpP4KwL,0.0,anh nhắc em (feat. willistic & mayonair) - rap việt.mp3,OK,OK
ANH TIN MÌNH ĐÃ CHO NHAU MỘT KỶ NIỆM (feat. Lương Bích Hữu & Ogenus),OUR SONG VIETNAM,"Lương Bích Hữu, OgeNus",single,25.0,2024-09-24,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",4A9Ifth5QMYp3Vgp42uLxJ,6HfU0edqFmEwV87kq0D9TJ,0.0,anh tin mình đã cho nhau một kỷ niệm (feat. lương bích hữu & ogenus) - our song vietnam.mp3,OK,OK
ANH TRAI HAY SAI (feat. Willistic),RAP VIỆT,Willistic,single,20.0,2024-09-30,"vietnamese hip hop, v-pop",6bDRILhewjea4I217N8tIJ,1cPpd989kghzlZqfpP4KwL,0.0,anh trai hay sai (feat. willistic) - rap việt.mp3,OK,OK
"ANH TRAI HIP HOP (feat. B Ray, Hustlang Robber & Gill)",RAP VIỆT,"B Ray, Hustlang Robber, Gill",single,40.0,2024-12-16,"vietnamese hip hop, v-pop",55SCsHZBHo0W063W41WLrM,1cPpd989kghzlZqfpP4KwL,0.0,"anh trai hip hop (feat. b ray, hustlang robber & gill) - rap việt.mp3",OK,OK
"ANH TRAI NƯỚC VIỆT (feat. ERIK, Đức Phúc, Quân A.P, Jsol & Hùng Huỳnh)","ANH TRAI ""SAY HI""","ERIK, Đức Phúc, Quân A.P, JSOL, Hùng Huỳnh",single,38.0,2024-08-18,"v-pop, vietnamese hip hop",4MBb2NXsPOGB9Zhf7I4FIt,4wZ6awunqaaVLl5j0WpDFu,0.0,"anh trai nước việt (feat. erik, đức phúc, quân a.p, jsol & hùng huỳnh) - anh trai say hi - erik, đức phúc, quân a.p, jsol, hùng huỳnh.mp3",OK,OK
ANH VUI,Phạm Kỳ,,single,53.0,2023-03-10,"vinahouse, v-pop",7asicziv1NB49eEA1ZPp2O,3yCPgp6ckDEqBUQnybWeTm,1.0,anh vui - phạm kỳ.mp3,OK,OK
ANH ĐÃ LÀM GÌ ĐÂU (feat. Nhật Hoàng & Thùy Chi),RAP VIỆT,"Nhật Hoàng, Thùy Chi",single,49.0,2024-12-02,"vietnamese hip hop, v-pop",37ull7GiBZRLhWYDBIYZzW,1cPpd989kghzlZqfpP4KwL,1.0,anh đã làm gì đâu (feat. nhật hoàng & thùy chi) - rap việt.mp3,OK,OK
ANHS EMS (Chill n Free),QNT,"Mason Nguyen, Wxrdie",single,37.0,2021-08-26,"vietnamese hip hop, v-pop",4Vj3LCvCXSNbnnrVqmhbr1,4LuFOXq87Tg0JSl5U7yxFZ,1.0,anhs ems (chill n free) - qnt.mp3,OK,OK
